BRDCODE,SEGID,the_geom,PNTID,BRDNAME,SCHLCODE,SCHLNAME,MAIL1,MAIL2,MPOSTCODE,CIVIC1,CIVIC2,CPOSTCODE,PHONE,FAX,EMAIL,SCHLYR
54,306400432,POINT (-63.70056177447807 44.77845189371648),306406208,HALIFAX REGIONAL SCHOOL BOARD,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL,956 SACKVILLE DR,LOWER SACKVILLE NS,B4E 1S4,956 SACKVILLE DR,MIDDLE SACKVILLE NS,B4E 1S4,902 869 3800,902 869 3801,SHJH@HRSB.NS.CA,2015-2016
54,306400433,POINT (-63.673858259359655 44.781163195564325),306405402,HALIFAX REGIONAL SCHOOL BOARD,353,LESLIE THOMAS JUNIOR HIGH SCHOOL,100 METROPOLITAN AVE,LOWER SACKVILLE NS,B4C 2Z8,100 METROPOLITAN AVE,LOWER SACKVILLE NS,B4C 2Z8,902 864 6785,902 864 6797,LTJH@HRSB.NS.CA,2015-2016
54,319802622,POINT (-63.57613083999836 44.63997957158823),319823173,HALIFAX REGIONAL SCHOOL BOARD,581,SAINT MARY'S ELEMENTARY SCHOOL,5614 MORRIS ST,HALIFAX NS,B3J 1C2,5614 MORRIS ST,HALIFAX NS,B3J 1C2,902 421 6749,902 421 2655,STMARYS@HRSB.NS.CA,2015-2016
54,400014335,POINT (-63.72866234437491 44.79843976595688),306411291,HALIFAX REGIONAL SCHOOL BOARD,313,HARRY R. HAMILTON ELEMENTARY SCHOOL,40 HAMILTON DR,MIDDLE SACKVILLE NS,B4E 3A9,40 HAMILTON DR,MIDDLE SACKVILLE NS,B4E 3A9,902 864 6815,902 864 6820,HRH@HRSB.NS.CA,2015-2016
54,400001159,POINT (-63.65383128967439 44.67688966276602),319801567,HALIFAX REGIONAL SCHOOL BOARD,603,ROCKINGHAM ELEMENTARY SCHOOL,31 TREMONT DR,HALIFAX NS,B3M 1X8,31 TREMONT DR,HALIFAX NS,B3M 1X8,902 457 8986,902 457 8993,ROCKINGHAM@HRSB.NS.CA,2015-2016
54,319802435,POINT (-63.596104061326365 44.643069745936714),319821227,HALIFAX REGIONAL SCHOOL BOARD,567,HALIFAX CENTRAL JUNIOR HIGH SCHOOL,1787 PRESTON ST,HALIFAX NS,B3H 3V7,1787 PRESTON ST,HALIFAX NS,B3H 3V7,902 421 6777,902 421 2868,CENTRAL@HRSB.NS.CA,2015-2016
54,319301302,POINT (-63.521441412719426 44.67954788006965),319320385,HALIFAX REGIONAL SCHOOL BOARD,519,BROOKHOUSE ELEMENTARY SCHOOL,15 CHRISTOPHER AVE,DARTMOUTH NS,B2W 3G2,15 CHRISTOPHER AVE,DARTMOUTH NS,B2W 3G2,902 435 8318,902 435 8323,BES@HRSB.NS.CA,2015-2016
54,319301006,POINT (-63.51386981962441 44.684276010186444),319306016,HALIFAX REGIONAL SCHOOL BOARD,527,MOUNT EDWARD ELEMENTARY SCHOOL,3 WINDWARD AVE,DARTMOUTH NS,B2W 2G9,3 WINDWARD AVE,DARTMOUTH NS,B2W 2G9,902 435 8459,902 435 8414,MEES@HRSB.NS.CA,2015-2016
54,318800051,POINT (-63.496471151396754 44.68004037578854),318800905,HALIFAX REGIONAL SCHOOL BOARD,359,ROBERT K. TURNER ELEMENTARY SCHOOL,141 CIRCASSION DR,DARTMOUTH NS,B2W 4N7,141 CIRCASSION DR,COLE HARBOUR NS,B2W 4N7,902 464 5205,902 464 5208,RKT@HRSB.NS.CA,2015-2016
54,400044190,POINT (-63.674795357807234 44.7768078819149),306406713,HALIFAX REGIONAL SCHOOL BOARD,297,SACKVILLE HIGH SCHOOL,1 KINGFISHER WAY,LOWER SACKVILLE NS,B4C 2Y9,1 KINGFISHER WAY,LOWER SACKVILLE NS,B4C 2Y9,902 864 6700,902 864 6710,SHS@HRSB.NS.CA,2015-2016
54,306400506,POINT (-63.68214627340004 44.77525974996734),306407013,HALIFAX REGIONAL SCHOOL BOARD,307,SYCAMORE LANE ELEMENTARY SCHOOL,69 SYCAMORE LANE,LOWER SACKVILLE NS,B4C 1E8,69 SYCAMORE LANE,LOWER SACKVILLE NS,B4C 1E8,902 864 6730,902 864 6734,SLES@HRSB.NS.CA,2015-2016
54,400002163,POINT (-63.58421090352624 44.636293532428404),319824843,HALIFAX REGIONAL SCHOOL BOARD,568,GORSEBROOK JUNIOR HIGH SCHOOL,5966 SOUTH ST,HALIFAX NS,B3H 1S6,5966 SOUTH ST,HALIFAX NS,B3H 1S6,902 421 6758,902 421 2709,GJH@HRSB.NS.CA,2015-2016
54,306400213,POINT (-63.70821547380518 44.790533181544106),306411228,HALIFAX REGIONAL SCHOOL BOARD,745,MILLWOOD HIGH SCHOOL,141 MILLWOOD DR,MIDDLE SACKVILLE NS,B4E 0A1,141 MILLWOOD DR,MIDDLE SACKVILLE NS,B4E 0A1,902 864 7535,902 864 7567,MWHS@HRSB.NS.CA,2015-2016
54,318800106,POINT (-63.49656441982449 44.67558453130291),318802039,HALIFAX REGIONAL SCHOOL BOARD,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL,16 EVERGREEN DR,DARTMOUTH NS,B2W 4A7,16 EVERGREEN DR,COLE HARBOUR NS,B2W 4A7,902 464 5140,902 464 5150,SRBJH@HRSB.NS.CA,2015-2016
54,318800043,POINT (-63.48990653111451 44.68186975908873),318800526,HALIFAX REGIONAL SCHOOL BOARD,357,COLE HARBOUR DISTRICT HIGH SCHOOL,2 CHAMEAU CRES,COLE HARBOUR NS,B2W 4X4,2 CHAMEAU CRES,COLE HARBOUR NS,B2W 4X4,902 464 5220,902 464 5241,CHDHS@HRSB.NS.CA,2015-2016
54,306400668,POINT (-63.662473892091256 44.76555052240597),306409172,HALIFAX REGIONAL SCHOOL BOARD,312,CAUDLE PARK ELEMENTARY SCHOOL,35 MCGEE DR,LOWER SACKVILLE NS,B4C 2J1,35 MCGEE DR,LOWER SACKVILLE NS,B4C 2J1,902 864 6864,902 864 6896,CPES@HRSB.NS.CA,2015-2016
54,318600101,POINT (-63.37619244919132 44.66908496353566),318600894,HALIFAX REGIONAL SCHOOL BOARD,326,ATLANTIC VIEW ELEMENTARY SCHOOL,3391 LAWRENCETOWN RD,LAWRENCETOWN NS,B2Z 1R5,3391 LAWRENCETOWN RD,LAWRENCETOWN NS,B2Z 1R5,902 464 5245,902 464 5246,ATVS@HRSB.NS.CA,2015-2016
54,318800144,POINT (-63.47824892062152 44.674072209616526),318802348,HALIFAX REGIONAL SCHOOL BOARD,339,COLONEL JOHN STUART ELEMENTARY SCHOOL,5 JOHN STEWART DR,COLE HARBOUR NS,B2W 4J7,5 JOHN STEWART DR,COLE HARBOUR NS,B2W 4J7,902 464 5200,902 464 5247,CJSES@HRSB.NS.CA,2015-2016
54,306400672,POINT (-63.671266979928006 44.764618436873825),306409429,HALIFAX REGIONAL SCHOOL BOARD,228,A. J. SMELTZER JUNIOR HIGH SCHOOL,46 PRINCE ST,LOWER SACKVILLE NS,B4C 1L1,46 PRINCE ST,LOWER SACKVILLE NS,B4C 1L1,902 864 6846,902 864 6852,AJS@HRSB.NS.CA,2015-2016
54,318800224,POINT (-63.48449521490203 44.66646103422187),318803815,HALIFAX REGIONAL SCHOOL BOARD,352,COLBY VILLAGE ELEMENTARY SCHOOL,92 COLBY DR,DARTMOUTH NS,B2V 1J7,92 COLBY DR,COLE HARBOUR NS,B2V 1J7,902 464 5152,902 464 5154,CVES@HRSB.NS.CA,2015-2016
54,306400822,POINT (-63.6628637089494 44.75789023037448),306411010,HALIFAX REGIONAL SCHOOL BOARD,310,HILLSIDE PARK ELEMENTARY SCHOOL,15 HILLSIDE AVE,LOWER SACKVILLE NS,B4C 1W6,15 HILLSIDE AVE,LOWER SACKVILLE NS,B4C 1W6,902 864 6873,902 864 6878,HPES@HRSB.NS.CA,2015-2016
54,318800082,POINT (-63.485998280811614 44.678194740976046),318801365,HALIFAX REGIONAL SCHOOL BOARD,731,GEORGE BISSETT ELEMENTARY SCHOOL,170 ARKLOW DR,DARTMOUTH NS,B2W 4R6,170 ARKLOW DR,COLE HARBOUR NS,B2W 4R6,902 464 5184,902 464 5187,GBES@HRSB.NS.CA,2015-2016
53,88900057,POINT (-62.75886739582427 45.58300764995154),88900148,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,104 ALMA RD,ALMA NS,B0K 2A0,104 ALMA RD,ALMA NS,B0K 2A0,902 396 2750,902 396 2755,OTOOLEM@CCRSB.CA,2015-2016
54,319500182,POINT (-63.47119711822612 44.60780099238417),319502523,HALIFAX REGIONAL SCHOOL BOARD,941,SEASIDE ELEMENTARY SCHOOL,1881 CALDWELL RD,EASTERN PASSAGE NS,B3G 1J3,1881 CALDWELL RD,EASTERN PASSAGE NS,B3G 1J3,902 465 7600,902 465 8662,SEASIDE@HRSB.NS.CA,2015-2016
54,318800310,POINT (-63.49130385302193 44.66123131923159),318804771,HALIFAX REGIONAL SCHOOL BOARD,319,CALDWELL ROAD ELEMENTARY SCHOOL,280 CALDWELL RD,DARTMOUTH NS,B2V 1A3,280 CALDWELL RD,COLE HARBOUR NS,B2V 1A3,902 462 6010,902 462 6017,CRES@HRSB.NS.CA,2015-2016
54,318800349,POINT (-63.47752338958334 44.654927755080855),318805469,HALIFAX REGIONAL SCHOOL BOARD,749,ASTRAL DRIVEJUNIOR HIGH SCHOOL,238 ASTRAL DR,DARTMOUTH NS,B2V 1B8,238 ASTRAL DR,COLE HARBOUR NS,B2V 1B8,902 462 8700,902 462 6047,ADJH@HRSB.NS.CA,2015-2016
54,306500135,POINT (-63.681070497417736 44.81130333343432),306502608,HALIFAX REGIONAL SCHOOL BOARD,752,BEAVER BANK MONARCH DRIVE ELEMENTARY SCHOOL,38 MONARCH DR,BEAVER BANK NS,B4E 3A5,38 MONARCH DR,BEAVER BANK NS,B4E 3A5,902 864 7540,902 864 7543,BBMON@HRSB.NS.CA,2015-2016
54,318800012,POINT (-63.4952094735769 44.684801834894714),318806689,HALIFAX REGIONAL SCHOOL BOARD,354,JOSEPH GILES ELEMENTARY SCHOOL,54 GREGORY DR,DARTMOUTH NS,B2W 3M6,54 GREGORY DR,COLE HARBOUR NS,B2W 3M6,902 464 5192,902 464 5197,JGES@HRSB.NS.CA,2015-2016
54,400019142,POINT (-63.68388016205896 44.849519800832596),306500535,HALIFAX REGIONAL SCHOOL BOARD,304,BEAVER BANK-KINSAC ELEMENTARY SCHOOL,28 KINSAC RD,BEAVER BANK NS,B4G 1C5,28 KINSAC RD,BEAVER BANK NS,B4G 1C5,902 864 6805,902 864 6809,BBKS@HRSB.NS.CA,2015-2016
54,306500108,POINT (-63.68416249078154 44.82244700914617),306501187,HALIFAX REGIONAL SCHOOL BOARD,740,HAROLD T. BARRETT JUNIOR HIGH SCHOOL,862 BEAVER BANK RD,BEAVER BANK NS,B4G 1A9,862 BEAVER BANK RD,BEAVER BANK NS,B4G 1A9,902 864 7500,902 864 7502,HTBAR@HRSB.NS.CA,2015-2016
54,318800349,POINT (-63.47886422115163 44.655472533871894),318806698,HALIFAX REGIONAL SCHOOL BOARD,739,ASTRAL DRIVE ELEMENTARY SCHOOL,236 ASTRAL DR,DARTMOUTH NS,B2V 1B8,236 ASTRAL DR,COLE HARBOUR NS,B2V 1B8,902 462 8500,902 462 8600,ADE@HRSB.NS.CA,2015-2016
54,306900041,POINT (-63.60028512498208 44.78107247201134),306900258,HALIFAX REGIONAL SCHOOL BOARD,1157,WAVERLEY MEMORIAL ELEMENTARY SCHOOL,2393 ROCKY LAKE DR,WAVERLEY NS,B2R 1S4,2393 ROCKY LAKE DR,WAVERLEY NS,B2R 1S4,902 860 4150,902 860 4154,WMLCS@HRSB.NS.CA,2015-2016
54,318900152,POINT (-63.48256983348457 44.68785964429288),318901842,HALIFAX REGIONAL SCHOOL BOARD,97,AUBURN DRIVE HIGH SCHOOL,300 AUBURN DR,DARTMOUTH NS,B2W 6E9,300 AUBURN DR,WESTPHAL NS,B2W 6E9,902 462 6900,902 462 6950,ADHS@HRSB.NS.CA,2015-2016
54,319800440,POINT (-63.61154778129584 44.668386792644384),319804147,HALIFAX REGIONAL SCHOOL BOARD,586,ST. STEPHEN'S ELEMENTARY SCHOOL,3669 HIGHLAND AVE,HALIFAX NS,B3K 4L9,3669 HIGHLAND AVE,HALIFAX NS,B3K 4L9,902 493 5155,902 493 5158,SSES@HRSB.NS.CA,2015-2016
54,350003945,POINT (-63.61686938342771 44.81777509909107),307000848,HALIFAX REGIONAL SCHOOL BOARD,317,ASH LEE JEFFERSON ELEMENTARY SCHOOL,10 LOCKVIEW RD,FALL RIVER NS,B2T 1J1,10 LOCKVIEW RD,FALL RIVER NS,B2T 1J1,902 860 4163,902 860 4191,ALJS@HRSB.NS.CA,2015-2016
54,319800084,POINT (-63.66933816441108 44.68634977341851),319800580,HALIFAX REGIONAL SCHOOL BOARD,602,GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL,4 DOWNING ST,HALIFAX NS,B3M 2G4,4 DOWNING ST,HALIFAX NS,B3M 2G4,902 457 8422,902 457 8430,GWP@HRSB.NS.CA,2015-2016
51,69500217,POINT (-60.236333739851226 46.11266958132),69500347,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,186,COXHEATH ELEMENTARY SCHOOL,30 MT FLORENCE ST,COXHEATH NS,B1R 1T8,30 MT FLORENCE ST,COXHEATH NS,B1R 1T8,902 562 4961,902 562 6192,COXHEATH@STAFF.EDNET.NS.CA,2015-2016
54,307100015,POINT (-63.60098258428227 44.841897489217),307100193,HALIFAX REGIONAL SCHOOL BOARD,747,HOLLAND ROAD ELEMENTARY SCHOOL,181 HOLLAND RD,FLETCHERS LAKE NS,B2T 1A1,181 HOLLAND RD,FLETCHERS LAKE NS,B2T 1A1,902 860 4170,902 860 4173,HRES@HRSB.NS.CA,2015-2016
54,319800421,POINT (-63.66802156122166 44.66726974539111),319804865,HALIFAX REGIONAL SCHOOL BOARD,970,PARK WEST SCHOOL,206 LANGBRAE DR,HALIFAX NS,B3S 1L5,206 LANGBRAE DR,HALIFAX NS,B3S 1L5,902 457 7800,902 457 7804,PARKWEST@HRSB.NS.CA,2015-2016
54,307000080,POINT (-63.61961250002147 44.82346685601935),307000600,HALIFAX REGIONAL SCHOOL BOARD,968,LOCKVIEW HIGH SCHOOL,148 LOCKVIEW RD,FALL RIVER NS,B2T 1J1,148 LOCKVIEW RD,FALL RIVER NS,B2T 1J1,902 860 6000,902 860 6005,LHS@HRSB.NS.CA,2015-2016
54,307500032,POINT (-63.54147888249609 44.92671663990393),307500170,HALIFAX REGIONAL SCHOOL BOARD,315,OLDFIELD CONSOLIDATED SCHOOL,72 HALLS RD,ENFIELD NS,B2T 1C4,72 HALLS RD,ENFIELD NS,B2T 1C4,902 883 3010,902 883 3011,OCS@HRSB.NS.CA,2015-2016
54,319301216,POINT (-63.58975132927076 44.68147354140095),319308394,HALIFAX REGIONAL SCHOOL BOARD,521,HARBOUR VIEW ELEMENTARY SCHOOL,25 ALFRED ST,DARTMOUTH NS,B3A 4E8,25 ALFRED ST,DARTMOUTH NS,B3A 4E8,902 464 2051,902 464 2282,HVES@HRSB.NS.CA,2015-2016
57,319300278,POINT (-63.53294999585482 44.70702574708595),319300892,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,948,ECOLE BOIS-JOLI,211 AVE DU PORTAGE,DARTMOUTH N.-E.,B2X 3T4,211 AVENUE DU PORTAGE,DARTMOUTH NS,B2X 3T4,902 433 7070,902 433 7077,EBJ@CSAP.CA,2015-2016
57,319300278,POINT (-63.532932738408704 44.705560455010136),319301070,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,68,ECOLE DU CARREFOUR,201A AVE DU PORTAGE,DARTMOUTH N.-E.,B2X 3T4,201 AVENUE DU PORTAGE,DARTMOUTH NS,B2X 3T4,902 433 7000,902 433 7020,ECGH@CSAP.CA,2015-2016
54,319300983,POINT (-63.60266861676272 44.68391930405053),319306710,HALIFAX REGIONAL SCHOOL BOARD,534,SHANNON PARK ELEMENTARY SCHOOL,75 IROQUOIS DR,DARTMOUTH NS,B3A 4M5,75 IROQUOIS DR,DARTMOUTH NS,B3A 4M5,902 464 2084,902 464 2866,SPES@HRSB.NS.CA,2015-2016
54,318900161,POINT (-63.452601644129004 44.68939459423378),318901705,HALIFAX REGIONAL SCHOOL BOARD,321,ROSS ROAD SCHOOL,336 ROSS RD,WESTPHAL NS,B2Z 1H2,336 ROSS RD,WESTPHAL NS,B2Z 1H2,902 462 8340,902 462 8398,RRS@HRSB.NS.CA,2015-2016
54,350003950,POINT (-63.616726863756 44.81601280346746),307000908,HALIFAX REGIONAL SCHOOL BOARD,314,GEORGES P. VANIER JUNIOR HIGH SCHOOL,1410 FALL RIVER RD,FALL RIVER NS,B2T 1J1,1410 FALL RIVER RD,FALL RIVER NS,B2T 1J1,902 860 4182,902 860 4188,VANIER@HRSB.NS.CA,2015-2016
54,400054412,POINT (-63.473444141787624 44.70483149637938),318900356,HALIFAX REGIONAL SCHOOL BOARD,318,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL,72 CHERRY BROOK RD,CHERRY BROOK NS,B2Z 1A8,72 CHERRY BROOK RD,CHERRY BROOK NS,B2Z 1A8,902 464 5164,902 464 5173,GCJH@HRSB.NS.CA,2015-2016
54,319301867,POINT (-63.57279921833891 44.671477034701645),319314436,HALIFAX REGIONAL SCHOOL BOARD,518,DARTMOUTH HIGH SCHOOL,95 VICTORIA RD,DARTMOUTH NS,B3A 1V2,95 VICTORIA RD,DARTMOUTH NS,B3A 1V2,902 464 2457,902 464 2384,DHS@HRSB.NS.CA,2015-2016
54,319500173,POINT (-63.4749367784391 44.609637280175136),319502337,HALIFAX REGIONAL SCHOOL BOARD,56,OCEAN VIEW ELEMENTARY SCHOOL,51 OCEANVIEW SCHOOL RD,EASTERN PASSAGE NS,B3G 1J3,51 OCEANVIEW SCHOOL RD,EASTERN PASSAGE NS,B3G 1J3,902 465 8670,902 465 8673,OVES@HRSB.NS.CA,2015-2016
54,319800860,POINT (-63.596174559719735 44.66248107094016),319807004,HALIFAX REGIONAL SCHOOL BOARD,580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL,5389 RUSSELL ST,HALIFAX NS,B3K 1W8,5389 RUSSELL ST,HALIFAX NS,B3K 1W8,902 493 5180,902 493 5186,SJAM@HRSB.NS.CA,2015-2016
54,319800683,POINT (-63.60938915797929 44.66477095681876),319805799,HALIFAX REGIONAL SCHOOL BOARD,571,HIGHLAND PARK JUNIOR HIGH SCHOOL,3479 ROBIE ST,HALIFAX NS,B3K 4S4,3479 ROBIE ST,HALIFAX NS,B3K 4S4,902 493 5124,902 493 5130,HPJH@HRSB.NS.CA,2015-2016
54,319301957,POINT (-63.57130029542585 44.67080248170122),319314732,HALIFAX REGIONAL SCHOOL BOARD,515,BICENTENNIAL SCHOOL,85 VICTORIA RD,DARTMOUTH NS,B3A 1T9,85 VICTORIA RD,DARTMOUTH NS,B3A 1T9,902 464 2094,902 464 2098,BICENT@HRSB.NS.CA,2015-2016
54,319301140,POINT (-63.564989764495344 44.683400118435316),319306872,HALIFAX REGIONAL SCHOOL BOARD,517,CRICHTON PARK ELEMENTARY SCHOOL,49 LYNGBY AVE,DARTMOUTH NS,B3A 3V1,49 LYNGBY AVE,DARTMOUTH NS,B3A 3V1,902 464 2503,902 464 2770,CRICHTON@HRSB.NS.CA,2015-2016
54,319302049,POINT (-63.55955997167376 44.66953732942564),319315214,HALIFAX REGIONAL SCHOOL BOARD,522,HAWTHORN ELEMENTARY SCHOOL,10 HAWTHORNE ST,DARTMOUTH NS,B2Y 2Y3,10 HAWTHORNE ST,DARTMOUTH NS,B2Y 2Y3,902 464 2048,902 464 2799,HAWTHORN@HRSB.NS.CA,2015-2016
54,400014179,POINT (-63.895880031050254 44.690845449795766),305500020,HALIFAX REGIONAL SCHOOL BOARD,940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,24 RIDGEWOOD DR,HEAD ST MARGARET'S BAY NS,B3Z 2H4,24 RIDGEWOOD DR,HEAD OF ST. MARGARETS BAY NS,B3Z 2H4,902 826 3300,902 826 3310,SMBE@HRSB.NS.CA,2015-2016
54,306100158,POINT (-63.79085416316007 44.73388533188362),306103785,HALIFAX REGIONAL SCHOOL BOARD,306,HAMMONDS PLAINS CONSOLIDATED SCHOOL,2180 HAMMONDS PLAINS RD,HAMMONDS PLAINS NS,B4B 1M5,2180 HAMMONDS PLAINS RD,HAMMONDS PLAINS NS,B4B 1M5,902 832 8412,902 832 8420,HPCS@HRSB.NS.CA,2015-2016
54,400012675,POINT (-63.495128457947885 44.70518184134121),318900344,HALIFAX REGIONAL SCHOOL BOARD,327,HUMBER PARK ELEMENTARY SCHOOL,5 SMALLWOOD AVE,DARTMOUTH NS,B2W 3R6,5 SMALLWOOD AVE,LAKE LOON NS,B2W 3R6,902 464 5177,902 464 5182,HPS@HRSB.NS.CA,2015-2016
54,319800810,POINT (-63.645032130219434 44.662644082434596),319807127,HALIFAX REGIONAL SCHOOL BOARD,601,DUC D'ANVILLE ELEMENTARY SCHOOL,12 CLAYTON PARK DR,HALIFAX NS,B3M 1L3,12 CLAYTON PARK DR,HALIFAX NS,B3M 1L3,902 457 8940,902 457 8945,DDES@HRSB.NS.CA,2015-2016
54,319801318,POINT (-63.61428412233653 44.656026140724244),319810918,HALIFAX REGIONAL SCHOOL BOARD,577,ST. CATHERINE'S ELEMENTARY SCHOOL,3299 CONNOLLY ST,HALIFAX NS,B3L 3P7,3299 CONNOLLY ST,HALIFAX NS,B3L 3P7,902 493 5143,902 493 5163,STCATH@HRSB.NS.CA,2015-2016
54,319801325,POINT (-63.591291502587694 44.65572037542567),319811028,HALIFAX REGIONAL SCHOOL BOARD,569,JOSEPH HOWE ELEMENTARY SCHOOL,2557 MAYNARD ST,HALIFAX NS,B3K 3V6,2557 MAYNARD ST,HALIFAX NS,B3K 3V6,902 421 6785,902 421 8744,JHOWE@HRSB.NS.CA,2015-2016
54,319301123,POINT (-63.52627741722975 44.68189494744299),319307693,HALIFAX REGIONAL SCHOOL BOARD,533,PRINCE ANDREW HIGH SCHOOL,31 WOODLAWN RD,DARTMOUTH NS,B2W 2R7,31 WOODLAWN RD,DARTMOUTH NS,B2W 2R7,902 435 8452,902 435 8398,PAH@HRSB.NS.CA,2015-2016
54,319301399,POINT (-63.519992565219475 44.67884517552673),319309738,HALIFAX REGIONAL SCHOOL BOARD,538,ELLENVALE JUNIOR HIGH SCHOOL,88 BELLE VISTA DR,DARTMOUTH NS,B2W 2X7,88 BELLE VISTA DR,DARTMOUTH NS,B2W 2X7,902 435 8420,902 435 8469,EJHS@HRSB.NS.CA,2015-2016
54,319300606,POINT (-63.581863336583346 44.690593724141706),319303752,HALIFAX REGIONAL SCHOOL BOARD,539,JOHN MACNEIL ELEMENTARY SCHOOL,62 LEAMAN DR,DARTMOUTH NS,B3A 2K9,62 LEAMAN DR,DARTMOUTH NS,B3A 2K9,902 464 2488,902 464 2616,JMES@HRSB.NS.CA,2015-2016
54,319800941,POINT (-63.64263016178482 44.66185209291704),319807498,HALIFAX REGIONAL SCHOOL BOARD,600,CLAYTON PARK JUNIOR HIGH SCHOOL,45 PLATEAU CRES,HALIFAX NS,B3M 2V7,45 PLATEAU CRES,HALIFAX NS,B3M 2V7,902 457 8930,902 457 1646,CPJH@HRSB.NS.CA,2015-2016
54,319300465,POINT (-63.53859539358709 44.693876262406455),319302991,HALIFAX REGIONAL SCHOOL BOARD,523,IAN FORSYTH ELEMENTARY SCHOOL,22 GLENCOE DR,DARTMOUTH NS,B2X 1J1,22 GLENCOE DR,DARTMOUTH NS,B2X 1J1,902 435 8435,902 435 8365,IFES@HRSB.NS.CA,2015-2016
54,306300366,POINT (-63.678568440657536 44.72378687539247),306302930,HALIFAX REGIONAL SCHOOL BOARD,104,BASINVIEW DRIVE COMMUNITY SCHOOL,273 BASINVIEW DR,BEDFORD NS,B4A 3X8,273 BASINVIEW DR,BEDFORD NS,B4A 3X8,902 832 8450,902 832 8461,BDCS@HRSB.NS.CA,2015-2016
54,319801644,POINT (-63.636712692499295 44.6522128113981),319814922,HALIFAX REGIONAL SCHOOL BOARD,595,BURTON ETTINGER ELEMENTARY SCHOOL,52 ALEX ST,HALIFAX NS,B3N 2W4,52 ALEX ST,HALIFAX NS,B3N 2W4,902 457 8922,902 457 8928,BEES@HRSB.NS.CA,2015-2016
54,313400047,POINT (-62.51886452862504 44.91875085245113),313400345,HALIFAX REGIONAL SCHOOL BOARD,332,SHEET HARBOUR CONSOLIDATED SCHOOL,479 CHURCH POINT RD,SHEET HARBOUR NS,B0J 3B0,479 CHURCH POINT RD,SHEET HARBOUR NS,B0J 3B0,902 885 2236,902 885 3577,SHCES@HRSB.NS.CA,2015-2016
54,313400047,POINT (-62.520077565550295 44.91787736493301),313400359,HALIFAX REGIONAL SCHOOL BOARD,328,DUNCAN MACMILLAN HIGH SCHOOL,481 CHURCH POINT RD,SHEET HARBOUR NS,B0J 3B0,481 CHURCH POINT RD,SHEET HARBOUR NS,B0J 3B0,902 885 2777,902 885 2790,DMHS@HRSB.NS.CA,2015-2016
54,306300275,POINT (-63.64591937094092 44.725879965743744),306302361,HALIFAX REGIONAL SCHOOL BOARD,299,SUNNYSIDE ELEMENTARY SCHOOL,210 EAGLEWOOD DR,BEDFORD NS,B4A 3E3,210 EAGLEWOOD DR,BEDFORD NS,B4A 3E3,902 832 8983,902 832 8422,SUNNYSIDE@HRSB.NS.CA,2015-2016
54,319801983,POINT (-63.64772008786446 44.649249992576436),319817533,HALIFAX REGIONAL SCHOOL BOARD,578,FAIRVIEW JUNIOR HIGH SCHOOL,155 ROSEDALE AVE,HALIFAX NS,B3N 2K2,155 ROSEDALE AVE,HALIFAX NS,B3N 2K2,902 457 8960,902 457 8963,FVJH@HRSB.NS.CA,2015-2016
54,305800082,POINT (-63.87518679691951 44.691394714623385),305800561,HALIFAX REGIONAL SCHOOL BOARD,284,TANTALLON SENIOR ELEMENTARY SCHOOL,3 FRENCH VILLAGE STN RD,UPPER TANTALLON NS,B3Z 1E4,3 FRENCH VILLAGE STATION RD,UPPER TANTALLON NS,B3Z 1E4,902 826 1200,902 826 1206,TANTALLON@HRSB.CA,2015-2016
54,305800082,POINT (-63.87377789354831 44.691827985959925),305800563,HALIFAX REGIONAL SCHOOL BOARD,1186,TANTALLON JUNIOR ELEMENTARY SCHOOL,1 FRENCH VILLAGE STN RD,UPPER TANTALLON NS,B3Z 1E4,1 FRENCH VILLAGE STATION RD,UPPER TANTALLON NS,B3Z 1E4,902 826 1204,902 826 1369,TANTALLONJR@HRSB.CA,2015-2016
54,350002216,POINT (-63.64858551880898 44.6503319225978),319816744,HALIFAX REGIONAL SCHOOL BOARD,599,FAIRVIEW HEIGHTS ELEMENTARY SCHOOL,210 CORONATION AVE,HALIFAX NS,B3N 2N3,210 CORONATION AVE,HALIFAX NS,B3N 2N3,902 457 8953,902 457 8957,FHES@HRSB.NS.CA,2015-2016
54,319300304,POINT (-63.551127584171965 44.70232289456705),319301721,HALIFAX REGIONAL SCHOOL BOARD,526,MICHAEL WALLACE ELEMENTARY SCHOOL,24 ANDOVER ST,DARTMOUTH NS,B2X 2L9,24 ANDOVER ST,DARTMOUTH NS,B2X 2L9,902 435 8357,902 435 8395,MWES@HRSB.NS.CA,2015-2016
